,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre
2739,354857,en,Regular Show: The Movie,26.85,2015-09-01,7.8,245,"['Animation', 'Comedy', 'Science Fiction', 'TV Movie']"
2740,532865,en,The Dig,26.409,2021-01-14,6.9,733,"['Drama', 'History']"
2741,347375,en,Mile 22,20.357,2018-08-16,6.2,1699,"['Action', 'Thriller']"
2742,179538,es,Las brujas de Zugarramurdi,21.847,2013-09-20,6.3,496,"['Comedy', 'Horror']"
2743,766534,en,A Go! Go! Cory Carson Christmas,27.565,2020-11-27,7.3,14,"['Family', 'Animation']"
2744,635744,en,Jarhead: Law of Return,23.613,2019-10-01,6.5,2269,['War']
2745,857873,en,Romeo Santos: Utopia Live from MetLife Stadium,24.719,2021-06-25,8.1,24,"['Music', 'Romance']"
2746,74406,en,Queen: Days of Our Lives,18.34,2011-05-29,8.1,156,"['Music', 'Documentary']"
2747,1375,en,Rocky V,26.286,1990-11-16,5.7,2303,['Drama']
2748,20558,en,Scooby-Doo! in Where's My Mummy?,28.588,2005-12-13,7.3,265,"['Mystery', 'Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
2749,445651,en,The Darkest Minds,23.098,2018-07-25,7.0,2155,"['Science Fiction', 'Action', 'Drama', 'Romance', 'Adventure', 'Thriller']"
2750,334298,zh,捉妖记,24.591,2015-07-16,6.4,246,"['Comedy', 'Fantasy', 'Adventure']"
2751,16237,en,Teen Titans: Trouble in Tokyo,25.035,2006-09-15,7.8,251,"['Action', 'Animation', 'Family', 'Science Fiction', 'TV Movie']"
2752,465136,en,Every Day,28.845,2018-02-22,7.2,1904,"['Drama', 'Fantasy', 'Romance']"
2753,26338,fr,Romance,35.083,1999-04-14,5.3,157,"['Drama', 'Romance']"
2754,10096,en,13 Going on 30,26.581,2004-04-13,6.7,4006,"['Comedy', 'Fantasy', 'Romance']"
2755,225914,en,The Amazing Spider-Man,26.088,1977-09-14,5.4,67,"['Science Fiction', 'Action', 'Crime', 'TV Movie']"
2756,264999,en,Magic Mike XXL,20.334,2015-07-01,6.2,1476,"['Comedy', 'Drama']"
2757,230179,en,Big Game,27.78,2014-09-05,5.4,907,"['Action', 'Adventure', 'Thriller']"
2758,72710,en,The Host,22.827,2013-03-22,6.3,3465,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']"
2759,9679,en,Gone in Sixty Seconds,24.773,2000-06-09,6.4,3363,"['Action', 'Crime', 'Thriller']"
2760,13205,en,Bambi II,33.073,2006-01-26,6.4,753,"['Animation', 'Drama', 'Family']"
2761,560527,ko,내안의 그놈,28.448,2019-01-09,7.8,62,"['Fantasy', 'Comedy']"
2762,258284,en,Every Secret Thing,25.324,2014-04-20,6.1,255,"['Thriller', 'Drama', 'Crime', 'Mystery']"
2763,415,en,Batman & Robin,27.868,1997-06-20,4.3,3863,"['Science Fiction', 'Action', 'Fantasy']"
2764,9349,en,Universal Soldier,23.566,1992-07-10,6.3,1170,"['Thriller', 'Action', 'Science Fiction', 'Crime']"
2765,162092,ja,映画ドラえもん のび太と翼の勇者たち,30.946,2001-03-10,7.4,21,"['Family', 'Animation', 'Adventure']"
2766,57157,en,Young Adult,23.769,2011-11-11,5.7,954,"['Comedy', 'Drama']"
2767,310307,en,The Founder,23.523,2016-09-13,7.1,3691,"['Drama', 'History']"
2768,207883,en,I'm in Love with a Church Girl,24.619,2013-10-18,6.2,60,"['Drama', 'Romance']"
2769,56832,ja,Gantz,25.066,2010-11-29,6.5,206,"['Horror', 'Action', 'Science Fiction']"
2770,83090,ja,聖闘士星矢,27.313,1987-07-18,7.1,141,"['Action', 'Animation', 'Fantasy']"
2771,13004,en,Barbie and the Diamond Castle,27.064,2008-09-03,7.3,626,"['Animation', 'Family']"
2772,623034,en,The Haunted,22.595,2018-10-13,6.8,59,"['Horror', 'Thriller', 'Mystery']"
2773,476926,en,The Titan,18.821,2018-03-30,5.4,974,"['Science Fiction', 'Thriller']"
2774,517116,en,Haunt,27.581,2019-09-13,6.7,696,"['Horror', 'Thriller']"
2775,217,en,Indiana Jones and the Kingdom of the Crystal Skull,24.46,2008-05-21,6.0,6342,"['Adventure', 'Action']"
2776,768755,nl,Misfit 3 De finale,37.867,2020-12-16,6.3,4,['Comedy']
2777,146233,en,Prisoners,22.012,2013-09-18,8.0,8513,"['Drama', 'Thriller', 'Crime']"
2778,72570,en,The Vow,22.559,2012-02-05,7.2,3357,"['Drama', 'Romance']"
2779,5876,en,The Mist,28.501,2007-11-21,6.8,3673,"['Horror', 'Science Fiction', 'Thriller']"
2780,470035,en,Spider-Man 2: Making the Amazing,24.67,2004-11-30,6.5,29,['Documentary']
2781,366924,en,Batman: Bad Blood,33.804,2016-03-22,7.2,576,"['Science Fiction', 'Action', 'Animation']"
2782,13885,en,Sweeney Todd: The Demon Barber of Fleet Street,22.998,2007-01-25,7.2,4686,"['Drama', 'Horror']"
2783,9383,en,Hollow Man,23.997,2000-08-04,5.9,1881,"['Action', 'Science Fiction', 'Thriller']"
2784,2501,en,The Bourne Identity,24.497,2002-06-14,7.4,7338,"['Action', 'Drama', 'Mystery', 'Thriller']"
2785,746422,it,L'ultimo paradiso,20.328,2021-02-05,5.9,82,"['Drama', 'Romance']"
2786,269173,en,The Anomaly,23.551,2014-06-19,4.9,268,"['Thriller', 'Action', 'Science Fiction']"
2787,514207,ru,Вторжение,23.321,2020-01-01,7.0,580,"['Science Fiction', 'Drama', 'Romance', 'Action']"
2788,85,en,Raiders of the Lost Ark,25.241,1981-06-12,7.9,9525,"['Adventure', 'Action']"
2789,363676,en,Sully,23.649,2016-09-07,7.1,5710,"['Drama', 'History']"
2790,194290,en,The Medium,23.941,1951-09-04,4.4,5,"['Drama', 'Music', 'Horror']"
2791,2667,en,The Blair Witch Project,27.439,1999-07-14,6.3,3462,"['Horror', 'Mystery']"
2792,82654,en,Warm Bodies,22.542,2013-01-31,6.4,5199,"['Horror', 'Comedy', 'Romance']"
2793,5689,en,The Blue Lagoon,24.038,1980-07-05,6.2,1360,"['Romance', 'Adventure']"
2794,340666,en,Nocturnal Animals,25.796,2016-11-04,7.5,6084,"['Drama', 'Thriller']"
2795,146239,en,Delivery Man,19.04,2013-10-10,6.2,1169,['Comedy']
2796,671318,es,¿Y cómo es él?,22.996,2020-04-03,6.8,6,[]
2797,346648,en,Paddington 2,24.793,2017-11-09,7.5,1538,"['Adventure', 'Comedy', 'Family']"
2798,107846,en,Escape Plan,24.785,2013-10-09,6.7,4052,"['Action', 'Thriller']"
2799,644089,en,Blue Bayou,26.411,2021-09-10,7.1,22,['Drama']
2800,382591,fr,Demain tout commence,19.038,2016-12-07,7.8,2605,"['Drama', 'Comedy']"
2801,627,en,Trainspotting,23.48,1996-02-23,8.0,7716,"['Drama', 'Crime']"
2802,316152,en,Free State of Jones,16.112,2016-06-24,6.7,1160,"['Action', 'Drama', 'History', 'War']"
2803,3049,en,Ace Ventura: Pet Detective,22.378,1994-02-04,6.5,4449,"['Comedy', 'Adventure']"
2804,673174,es,Ofrenda a la tormenta,25.067,2020-07-24,6.5,214,"['Crime', 'Thriller']"
2805,423,en,The Pianist,28.077,2002-09-17,8.4,6727,"['Drama', 'War']"
2806,312526,en,Alien Outpost,21.778,2014-09-19,5.2,170,"['Thriller', 'Action', 'Science Fiction']"
2807,203801,en,The Man from U.N.C.L.E.,21.779,2015-08-13,7.1,4984,"['Comedy', 'Action', 'Adventure']"
2808,8689,it,Cannibal Holocaust,21.972,1980-02-07,6.3,1114,['Horror']
2809,698,en,Moonraker,20.422,1979-06-26,6.1,1381,"['Action', 'Adventure', 'Thriller', 'Science Fiction']"
2810,376660,en,The Edge of Seventeen,23.28,2016-11-18,7.2,3284,"['Comedy', 'Drama']"
2811,13183,en,Watchmen,25.973,2009-03-04,7.3,7137,"['Action', 'Mystery', 'Science Fiction']"
2812,308266,en,War Dogs,20.529,2016-08-17,6.9,3605,"['Comedy', 'Crime', 'Drama']"
2813,161,en,Ocean's Eleven,25.368,2001-12-07,7.4,9213,"['Thriller', 'Crime']"
2814,401773,en,If It Bleeds We Can Kill It: The Making of 'Predator',24.425,2001-03-14,7.4,22,['Documentary']
2815,409421,ja,ブラム,26.769,2017-05-20,6.4,211,"['Action', 'Drama', 'Science Fiction', 'Animation']"
2816,82023,de,Hotel Desire,22.152,2011-12-07,5.7,63,"['Drama', 'Romance']"
2817,229839,en,Grave Halloween,23.952,2013-10-19,4.6,48,"['TV Movie', 'Horror', 'Science Fiction']"
2818,166076,en,Superman: Unbound,29.012,2013-04-23,6.6,279,"['Animation', 'Action', 'Adventure']"
2819,615017,en,47 Hours to Live,22.915,2019-05-04,6.2,38,"['Thriller', 'Horror']"
2820,496032,en,Porno Baby,21.155,1974-02-24,5.6,5,['Drama']
2821,74135,ja,Gantz: Perfect Answer,23.255,2011-04-23,6.7,146,"['Action', 'Mystery', 'Science Fiction', 'Horror']"
2822,236751,en,Heaven Is for Real,26.206,2014-04-16,6.6,575,['Drama']
2823,239563,en,St. Vincent,20.309,2014-10-09,7.1,1482,['Comedy']
2824,449562,en,The Hustle,21.419,2019-05-09,6.3,1882,['Comedy']
2825,681022,en,Cowboys,24.472,2020-04-15,6.7,23,['Drama']
2826,869100,en,Searching for Cannibal Holocaust,18.423,2021-10-18,2.0,1,"['Documentary', 'Horror']"
2827,225565,en,That Awkward Moment,19.253,2014-01-29,6.2,2261,"['Comedy', 'Romance']"
2828,586101,en,Music,23.294,2021-01-14,5.8,91,"['Music', 'Drama']"
2829,253,en,Live and Let Die,16.996,1973-07-05,6.5,1413,"['Adventure', 'Action', 'Thriller']"
2830,45162,en,Superman/Batman: Apocalypse,24.499,2010-09-28,7.2,474,"['Science Fiction', 'Action', 'Adventure', 'Animation', 'Family']"
2831,485811,en,Redcon-1,24.008,2018-09-07,5.6,189,"['Action', 'Horror']"
2832,70584,en,Hellraiser: Revelations,22.946,2011-10-18,3.7,187,['Horror']
2833,11011,en,Ri¢hie Ri¢h,19.938,1994-12-19,5.8,1712,"['Comedy', 'Family']"
2834,954,en,Mission: Impossible,26.189,1996-05-22,6.9,6623,"['Adventure', 'Action', 'Thriller']"
2835,484510,en,Trolls Holiday,24.999,2017-11-01,6.7,383,"['Adventure', 'Animation', 'Comedy', 'Family', 'TV Movie', 'Fantasy', 'Music']"
2836,22843,ja,ヱヴァンゲリヲン新劇場版：破,34.939,2009-06-26,7.9,512,"['Animation', 'Science Fiction', 'Action', 'Drama']"
2837,615453,zh,哪吒之魔童降世,22.506,2019-07-26,8.0,232,"['Animation', 'Fantasy', 'Adventure']"
2838,834802,en,"Ben 10: Ben 10,010",27.036,2021-04-02,6.4,57,"['Animation', 'Action']"
2839,1495,en,Kingdom of Heaven,23.983,2005-05-03,6.8,3068,"['Drama', 'Action', 'Adventure', 'History', 'War']"
2840,15601,en,Scooby-Doo! and the Cyber Chase,25.481,2001-10-09,7.3,353,"['Animation', 'Adventure', 'Comedy']"
2841,9480,en,Daredevil,22.179,2003-02-14,5.2,3948,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']"
2842,430155,ru,Кома,20.003,2019-11-19,6.3,317,['Science Fiction']
2843,25018,en,Leatherface: The Texas Chainsaw Massacre III,30.428,1990-01-12,5.4,322,['Horror']
2844,392536,en,Lego Scooby-Doo!: Haunted Hollywood,23.985,2016-01-28,7.2,167,"['Animation', 'Family', 'Comedy']"
2845,530581,te,365 Days,24.312,2015-05-22,5.1,11,['Romance']
2846,75736,en,Catch.44,25.229,2011-12-08,5.1,256,"['Drama', 'Action', 'Thriller']"
2847,552532,en,Charm City Kings,26.701,2020-01-27,8.0,265,['Drama']
2848,60405,en,Sharpay's Fabulous Adventure,22.476,2011-04-19,6.0,454,"['Family', 'Music']"
2849,735364,en,The Boss Baby: Get That Baby!,23.656,2020-09-01,6.6,38,"['Comedy', 'Family', 'Animation']"
2850,71618,en,After Sex,22.362,2000-01-01,4.4,13,"['Comedy', 'Drama', 'Romance']"
2851,597102,ko,굿바이 썸머,29.863,2019-07-25,6.0,4,"['Romance', 'Drama']"
2852,227159,en,Horrible Bosses 2,23.416,2014-11-26,6.2,3418,['Comedy']
2853,15403,en,Ben 10: Secret of the Omnitrix,23.972,2007-08-10,7.1,145,"['Animation', 'Science Fiction', 'Family']"
2854,533715,ru,Большое путешествие,29.337,2019-04-27,7.2,45,"['Animation', 'Comedy', 'Adventure', 'Family']"
2855,7512,en,Idiocracy,22.47,2006-09-01,6.3,1929,"['Adventure', 'Comedy', 'Science Fiction']"
2856,650,en,Boyz n the Hood,27.717,1991-07-12,7.6,1300,"['Drama', 'Crime']"
2857,797481,en,"Tom Petty, Somewhere You Feel Free",37.016,2021-10-20,2.0,1,['Documentary']
2858,166666,de,3096 Tage,28.219,2013-02-21,7.5,597,['Drama']
2859,12437,en,Underworld: Rise of the Lycans,27.978,2009-01-22,6.5,2876,"['Fantasy', 'Action', 'Thriller']"
2860,334527,en,Criminal Activities,20.97,2015-11-20,5.9,240,"['Thriller', 'Crime', 'Drama']"
2861,385448,en,The Little Mermaid,23.726,2018-08-02,5.0,744,"['Family', 'Adventure', 'Fantasy', 'Romance', 'Drama']"
2862,882588,en,Bleach,25.618,2021-10-19,2.0,1,[]
2863,9619,en,Dante's Peak,20.658,1997-02-07,6.1,1338,"['Action', 'Adventure', 'Thriller', 'Drama']"
2864,412519,en,Honey 3: Dare to Dance,27.715,2016-11-30,6.7,182,"['Music', 'Drama', 'Family', 'Romance']"
2865,2662,en,House of 1000 Corpses,25.957,2003-04-11,6.2,1126,['Horror']
2866,1371,en,Rocky III,26.353,1982-05-28,6.8,2965,['Drama']
2867,81446,en,The Baytown Outlaws,23.804,2012-08-27,6.1,232,"['Action', 'Comedy', 'Crime']"
2868,77950,en,Turbo,24.655,2013-07-11,6.2,2518,"['Animation', 'Family']"
2869,3176,ja,バトル・ロワイアル,28.2,2000-12-16,7.3,2476,"['Drama', 'Thriller', 'Action']"
2870,84892,en,The Perks of Being a Wallflower,23.203,2012-09-20,7.8,8499,['Drama']
2871,8697,cn,我是誰,17.948,1998-01-17,7.1,594,"['Adventure', 'Action', 'Comedy', 'Thriller']"
2872,1656,en,The Legend of Zorro,20.147,2005-10-24,6.1,2279,"['Action', 'Adventure', 'Western']"
2873,568091,en,Fractured,21.366,2019-09-22,6.7,1644,['Thriller']
2874,10330,en,Freaky Friday,24.443,2003-08-05,6.4,2894,"['Comedy', 'Family', 'Romance', 'Fantasy']"
2875,9738,en,Fantastic Four,25.094,2005-06-29,5.8,7656,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
2876,445571,en,Game Night,26.405,2018-02-22,6.8,4543,"['Mystery', 'Comedy', 'Crime']"
2877,86834,en,Noah,29.596,2014-03-07,5.6,5130,"['Drama', 'Adventure']"
2878,376570,en,Hush,18.947,2016-03-12,6.8,3564,"['Horror', 'Thriller']"
2879,71670,en,Hostel: Part III,27.692,2011-12-27,5.1,806,['Horror']
2880,226486,en,Tammy,21.192,2014-07-02,5.3,1010,['Comedy']
2881,787,en,Mr. & Mrs. Smith,25.737,2005-06-07,6.7,8061,"['Action', 'Comedy', 'Drama', 'Thriller']"
2882,9030,en,The Eye,18.385,2008-02-01,5.7,748,"['Drama', 'Horror', 'Thriller']"
2883,553592,en,Queen Bees,18.375,2021-06-11,6.2,10,"['Romance', 'Comedy']"
2884,163382,es,Amor y frijoles,19.995,2009-08-21,3.5,2,"['Drama', 'Comedy']"
2885,402529,en,All Eyez on Me,25.141,2017-06-12,6.7,979,"['Music', 'Drama']"
2886,610394,en,The Haunting of La Llorona,22.099,2019-05-17,5.6,5,['Horror']
2887,1893,en,Star Wars: Episode I - The Phantom Menace,28.055,1999-05-19,6.5,11453,"['Adventure', 'Action', 'Science Fiction']"
2888,776552,en,Misha and the Wolves,26.878,2021-09-03,7.5,10,['Documentary']
2889,831979,es,Juan Luis Guerra 4.40: Entre Mar y Palmeras,26.982,2021-06-03,8.3,39,['Music']
2890,9513,en,Garfield: A Tail of Two Kitties,24.679,2006-06-15,5.5,1638,"['Comedy', 'Family', 'Adventure', 'Animation']"
2891,17189,ja,銃夢 -GUNNM-,29.627,1993-06-21,6.7,143,"['Animation', 'Action', 'Science Fiction']"
2892,9711,en,Species III,23.427,2004-11-26,5.3,283,"['Science Fiction', 'Action', 'Horror']"
2893,249164,en,If I Stay,24.13,2014-08-21,7.4,3707,['Drama']
2894,929,en,Godzilla,27.874,1998-05-20,5.6,2969,"['Science Fiction', 'Action', 'Thriller']"
2895,244566,en,Life After Beth,27.029,2014-08-15,5.4,516,"['Romance', 'Comedy', 'Horror']"
2896,95608,en,The Only Living Boy in New York,24.18,2017-07-27,6.3,221,['Drama']
2897,434555,en,The Possession of Hannah Grace,22.685,2018-11-29,5.6,954,"['Horror', 'Drama']"
2898,349158,en,My Little Pony: Equestria Girls: Friendship Games,28.195,2015-10-24,7.2,69,"['Animation', 'Music', 'Family']"
2899,39144,ja,ドラゴンボール 神龍の伝説,24.668,1986-12-20,6.8,210,"['Action', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']"
2900,9877,en,Urban Legend,23.718,1998-09-25,5.7,925,"['Horror', 'Thriller']"
2901,813242,pt,Coda,26.164,2021-10-19,2.0,1,[]
2902,570678,en,Constantine 2,24.917,,0.0,0,"['Action', 'Fantasy', 'Horror']"
2903,508642,ko,곤지암,18.479,2018-03-28,7.3,313,"['Horror', 'Mystery']"
2904,62,en,2001: A Space Odyssey,25.566,1968-04-02,8.1,8784,"['Science Fiction', 'Mystery', 'Adventure']"
2905,579583,en,The King of Staten Island,26.205,2020-07-22,7.1,518,"['Comedy', 'Drama']"
2906,564082,en,30 Miles from Nowhere,27.478,2018-11-24,4.5,35,"['Horror', 'Comedy']"
2907,400106,en,Bright,24.571,2017-12-22,6.2,4642,"['Fantasy', 'Action', 'Thriller']"
2908,378112,es,Dia de Muertos,26.474,2019-10-24,6.9,93,"['Animation', 'Family', 'Fantasy']"
2909,534072,en,Great White,26.52,2021-05-07,5.6,176,"['Horror', 'Thriller']"
2910,83201,en,Puss in Boots: The Three Diablos,25.912,2012-02-07,6.6,307,"['Adventure', 'Animation', 'Comedy', 'Family']"
2911,458594,en,Peppermint,23.122,2018-09-06,6.7,1546,"['Action', 'Thriller']"
2912,9602,en,Coming to America,28.757,1988-06-29,6.8,3265,"['Comedy', 'Romance']"
2913,821586,es,Neptunia,21.2,2018-06-07,2.0,1,['Comedy']
2914,544431,en,The Clovehitch Killer,22.422,2018-11-16,6.4,381,"['Mystery', 'Thriller', 'Crime', 'Drama', 'Horror']"
2915,674986,es,El ascensor,21.232,2021-01-15,6.0,42,"['Science Fiction', 'Romance', 'Comedy']"
2916,476273,es,Mater,22.156,2017-09-21,6.3,8,['Drama']
2917,668,en,On Her Majesty's Secret Service,21.056,1969-12-12,6.6,1290,"['Adventure', 'Action', 'Thriller']"
2918,594,en,The Terminal,19.056,2004-06-17,7.3,5958,"['Comedy', 'Drama']"
2919,408648,en,Batman and Harley Quinn,26.415,2017-08-14,6.2,449,"['Adventure', 'Action', 'Animation', 'Science Fiction']"
2920,51739,ja,借りぐらしのアリエッティ,27.805,2010-07-16,7.6,2043,"['Fantasy', 'Animation', 'Family']"
2921,654974,en,Home Sweet Home Alone,19.677,2021-11-12,0.0,0,"['Family', 'Comedy']"
2922,587,en,Big Fish,16.101,2003-12-25,7.8,5784,"['Adventure', 'Fantasy', 'Drama']"
2923,83091,ja,聖闘士星矢 神々の熱き戦い,26.65,1988-03-12,7.5,113,"['Action', 'Animation', 'Fantasy']"
2924,12699,en,Hellraiser: Hellworld,23.399,2005-09-06,4.8,199,"['Horror', 'Thriller']"
2925,29993,en,Samson and Delilah,24.395,1949-12-21,6.5,125,"['Drama', 'Romance', 'Adventure']"
2926,11622,en,Blast from the Past,27.645,1999-02-12,6.6,736,"['Science Fiction', 'Drama', 'Romance', 'Comedy']"
2927,878962,en,Sharkdog’s Fintastic Halloween,36.337,2021-10-15,2.0,1,"['Animation', 'Fantasy', 'Family']"
2928,81,ja,風の谷のナウシカ,19.142,1984-03-11,7.9,2477,"['Adventure', 'Animation', 'Fantasy']"
2929,628534,en,The White Tiger,18.957,2021-01-13,7.0,594,"['Crime', 'Drama']"
2930,458423,en,Mamma Mia! Here We Go Again,19.904,2018-07-09,7.2,2720,"['Comedy', 'Romance']"
2931,428292,ja,劇場版 トリニティセブン -悠久図書館と錬金術少女-,23.258,2017-02-01,7.3,37,"['Animation', 'Action', 'Comedy', 'Fantasy']"
2932,444090,no,Askeladden - I Dovregubbens hall,23.65,2017-09-29,6.7,210,"['Adventure', 'Fantasy']"
2933,4032,en,My Girl,24.338,1991-11-27,7.4,1571,"['Comedy', 'Drama']"
2934,494656,es,La leyenda del Charro Negro,31.896,2018-01-19,8.0,109,['Animation']
2935,19404,hi,दिलवाले दुल्हनिया ले जायेंगे,25.33,1995-10-20,8.7,3190,"['Comedy', 'Drama', 'Romance']"
2936,4858,en,The Invasion,19.882,2007-08-17,6.0,1079,"['Science Fiction', 'Thriller', 'Mystery']"
2937,353610,en,The Condemned 2,23.636,2015-11-06,5.2,113,['Action']
2938,313369,en,La La Land,23.71,2016-11-29,7.9,13661,"['Comedy', 'Drama', 'Romance', 'Music']"
2939,473309,en,Apostasy,25.619,2017-09-29,6.8,41,['Drama']
2940,489326,en,Mortal,25.157,2020-02-28,6.5,324,"['Action', 'Fantasy', 'Thriller']"
2941,1367,en,Rocky II,24.525,1979-06-15,7.2,3151,['Drama']
2942,9737,en,Bad Boys,29.074,1995-04-07,6.8,4872,"['Action', 'Comedy', 'Crime', 'Thriller']"
2943,220845,en,The Smurfs: The Legend of Smurfy Hollow,21.138,2013-09-12,7.0,67,"['Comedy', 'Animation', 'Family', 'Fantasy']"
2944,461053,en,S.W.A.T.: Under Siege,23.882,2017-08-01,5.8,228,"['Action', 'Crime', 'Thriller']"
2945,152601,en,Her,26.019,2013-12-18,7.9,11433,"['Romance', 'Science Fiction', 'Drama']"
2946,776506,en,The Blazing World,20.41,2021-10-15,4.0,2,"['Horror', 'Fantasy', 'Adventure']"
2947,596247,es,Pacto de fuga,16.96,2020-01-23,7.7,69,"['Drama', 'Thriller']"
2948,289222,en,The Zookeeper's Wife,19.371,2017-03-31,7.4,1238,"['Drama', 'History']"
2949,79113,en,A Princess for Christmas,30.113,2011-12-03,7.0,324,"['Comedy', 'Family', 'TV Movie', 'Romance']"
2950,9392,en,The Descent,21.61,2005-07-08,7.0,2758,"['Adventure', 'Horror']"
2951,50646,en,"Crazy, Stupid, Love.",27.661,2011-07-29,7.2,6505,"['Comedy', 'Drama', 'Romance']"
2952,10991,ja,劇場版ポケットモンスター 結晶塔の帝王 エンテイ,22.258,2000-07-08,6.4,455,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']"
2953,611207,en,The Knight Before Christmas,21.132,2019-11-21,6.5,848,"['Romance', 'Comedy']"
2954,10538,en,Passenger 57,16.105,1992-11-06,5.9,727,"['Action', 'Adventure', 'Thriller']"
2955,487558,en,BlacKkKlansman,21.019,2018-08-09,7.6,5944,"['Crime', 'Drama', 'History', 'Comedy']"
2956,472516,ja,好きになるその瞬間を。～告白実行委員会～,28.863,2016-12-17,7.6,113,"['Drama', 'Animation', 'Romance', 'Comedy']"
2957,28,en,Apocalypse Now,20.754,1979-08-15,8.3,6088,"['Drama', 'War']"
2958,13459,en,Barbie in 'A Christmas Carol',26.605,2008-11-03,7.1,396,"['Animation', 'Family']"
2959,119569,en,Marvel One-Shot: Item 47,20.257,2012-09-13,6.5,316,"['Science Fiction', 'Action', 'Fantasy']"
2960,82881,en,Tangled Ever After,26.806,2012-01-13,7.1,834,"['Animation', 'Comedy', 'Action', 'Family']"
2961,796822,en,DRagON BALL P2 2wice dropda bbeet,26.634,2008-07-01,2.0,1,[]
2962,290512,en,The Mountain Between Us,26.063,2017-10-05,6.6,1814,"['Romance', 'Adventure', 'Drama']"
2963,761898,ja,劇場版 ソードアート・オンライン プログレッシブ 星なき夜のアリア,23.257,2021-10-30,0.0,0,"['Animation', 'Action', 'Fantasy', 'Science Fiction']"
2964,157386,en,The Spectacular Now,20.604,2013-08-02,6.6,2396,"['Comedy', 'Drama', 'Romance']"
2965,673900,es,Sexo contra sexo,21.439,1983-11-24,5.3,3,['Comedy']
2966,18011,en,Leprechaun in the Hood,26.849,2000-03-28,5.0,137,"['Horror', 'Comedy']"
2967,688258,en,Occupation: Rainfall,34.737,2021-01-28,6.5,69,"['Science Fiction', 'Action']"
2968,222724,en,Crystal Lake Memories: The Complete History of Friday the 13th,24.671,2013-09-13,7.9,69,['Documentary']
2969,246464,ja,そらのおとしものFinal 永遠の私の鳥籠,33.761,2014-04-27,7.6,22,"['Animation', 'Romance', 'Science Fiction', 'Comedy']"
2970,1571,en,Live Free or Die Hard,30.297,2007-06-20,6.6,4556,"['Action', 'Thriller']"
2971,75612,en,Oblivion,26.799,2013-04-10,6.6,8871,"['Action', 'Science Fiction', 'Adventure', 'Mystery']"
2972,9064,en,Hellbound: Hellraiser II,21.544,1988-12-23,6.4,717,['Horror']
2973,337170,en,American Made,24.805,2017-08-18,6.8,3416,"['Action', 'Crime', 'Comedy']"
2974,161822,ja,映画ドラえもん のび太とブリキの迷宮,30.663,1993-03-06,7.3,19,"['Adventure', 'Animation']"
2975,310119,en,Last Days in the Desert,23.346,2016-05-13,5.6,120,"['Adventure', 'Drama', 'History']"
2976,80278,en,The Impossible,23.791,2012-09-09,7.3,5136,"['Thriller', 'Drama']"
2977,153104,en,Wicked Minds,18.107,2003-03-01,5.8,9,"['Mystery', 'Drama']"
2978,204436,fr,Jack et la mécanique du cœur,18.091,2014-02-05,7.2,547,"['Animation', 'Romance', 'Adventure', 'Drama', 'Fantasy']"
2979,376290,en,Miss Sloane,24.245,2016-11-25,7.5,1362,"['Thriller', 'Drama']"
2980,82990,en,Paranormal Activity 4,22.839,2012-10-17,5.4,1463,['Horror']
2981,277685,en,Unfriended,22.339,2015-04-17,5.5,2748,"['Horror', 'Thriller', 'Mystery']"
2982,292040,en,Spooks: The Greater Good,21.588,2015-04-11,5.9,429,"['Thriller', 'Action']"
2983,549053,en,Last Christmas,21.256,2019-11-07,7.3,1618,"['Comedy', 'Romance', 'Drama']"
2984,583132,ja,貞子,22.651,2019-05-24,6.3,60,['Horror']
2985,212167,ja,サカサマのパテマ,29.086,2013-11-09,7.4,264,"['Animation', 'Adventure', 'Drama', 'Fantasy', 'Science Fiction']"
2986,823161,en,Confession,16.02,2021-10-18,2.0,1,"['Drama', 'Thriller']"
2987,548473,en,Color Out of Space,22.357,2020-01-24,6.0,825,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']"
2988,343674,en,Gerald's Game,20.839,2017-09-29,6.4,2787,"['Horror', 'Thriller']"
2989,388045,es,La Leyenda del Chupacabras,34.057,2016-10-21,7.2,99,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Horror']"
2990,10047,en,Joan of Arc,22.278,1999-10-27,6.4,1076,"['Adventure', 'Drama', 'Action', 'History', 'War']"
2991,270774,en,Skiptrace,21.084,2016-07-21,5.6,482,"['Action', 'Comedy', 'Thriller', 'Mystery']"
2992,9319,en,The Last Boy Scout,21.275,1991-12-11,6.8,1311,"['Action', 'Thriller']"
2993,10073,en,Date Movie,24.827,2006-02-17,4.2,711,"['Comedy', 'Romance']"
2994,8584,en,Shanghai Noon,17.576,2000-05-26,6.4,1932,"['Adventure', 'Action', 'Comedy', 'Western']"
2995,73935,en,Vamps,28.328,2012-08-25,5.3,215,"['Comedy', 'Romance', 'Horror']"
2996,10159,en,The Rundown,18.825,2003-09-26,6.4,1471,"['Adventure', 'Action', 'Comedy', 'Thriller']"
